country,year,gdp,debt_hh,debt_corp,debt_gov,debt_hh_lag1,debt_corp_lag1,debt_gov_lag1,growth
Turkiye,1999,107.37,15.96,39.72,51.32,15.96,39.72,51.32,40.044837517856635
Turkiye,2000,171.49,15.96,39.72,51.32,15.96,39.72,51.32,46.824414242201144
Turkiye,2001,247.27,15.96,39.72,75.51,15.96,39.72,51.32,36.59559011510281
Turkiye,2002,362.11,15.96,39.72,71.51,15.96,39.72,75.51,38.14671760516539
Turkiye,2003,472.17,15.96,39.72,65.16,15.96,39.72,71.51,26.53910571608815
Turkiye,2004,582.85,15.96,39.72,57.16,15.96,39.72,65.16,21.059077313422225
Turkiye,2005,680.28,15.96,39.72,50.2,15.96,39.72,57.16,15.457461475837153
Turkiye,2006,795.76,15.96,39.72,44.23,15.96,39.72,50.2,15.67931547199457
Turkiye,2007,887.71,15.96,39.72,37.76,15.96,39.72,44.23,10.934748023369156
Turkiye,2008,1002.76,15.96,39.72,37.75,15.96,39.72,37.76,12.1866364098004
Turkiye,2009,1006.37,15.96,39.72,43.21,15.96,39.72,37.75,0.3593599105032652
Turkiye,2010,1167.66,15.96,39.72,39.51,15.96,39.72,43.21,14.865194884024202
Turkiye,2011,1404.93,17.01,43.95,35.91,15.96,39.72,39.51,18.49857333415006
Turkiye,2012,1581.48,18.05,44.42,32.23,17.01,43.95,35.91,11.837363798116929
Turkiye,2013,1823.43,19.45,51.88,30.89,18.05,44.42,32.23,14.235822535217846
Turkiye,2014,2054.9,18.56,55.88,28.28,19.45,51.88,30.89,11.950784214984722
Turkiye,2015,2350.94,17.73,61.49,27.16,18.56,55.88,28.28,13.458806321370709
Turkiye,2016,2626.56,17.47,66.94,27.75,17.73,61.49,27.16,11.085975706265483
Turkiye,2017,3133.7,16.88,66.88,27.78,17.47,66.94,27.75,17.65394097979396
Turkiye,2018,3761.17,14.57,67.76,29.86,16.88,66.88,27.78,18.251566417317022
Turkiye,2019,4317.81,14.6,64.86,32.39,14.57,67.76,29.86,13.801825006063773
Turkiye,2020,5048.57,17.41,70.7,39.45,14.6,64.86,32.39,15.635670559892212
Turkiye,2021,7256.14,14.43,72.89,40.38,17.41,70.7,39.45,36.27429721330504
Turkiye,2022,15011.78,10.79,53.91,30.8,14.43,72.89,40.38,72.69872192189072
Turkiye,2023,26545.72,10.78,46.52,29.26,10.79,53.91,30.8,57.00333031972349
Turkiye,2024,43410.51,9.64,38.37,25.97,10.78,46.52,29.26,49.183304826763674
United Kingdom,1996,909.99,56.8,51.9,44.74,,,,
United Kingdom,1997,953.41,57.68,54.35,44.13,56.8,51.9,44.74,4.661142105319982
United Kingdom,1998,998.5,59.81,60.22,41.97,57.68,54.35,44.13,4.620912136314281
United Kingdom,1999,1043.25,63.12,65.6,40.41,59.81,60.22,41.97,4.384196661579232
United Kingdom,2000,1100.75,65.27,70.74,37.69,63.12,65.6,40.41,5.365092516420145
United Kingdom,2001,1146.14,69.21,75.17,34.96,65.27,70.74,37.69,4.040800922626708
United Kingdom,2002,1191.44,75.02,79.37,35.43,69.21,75.17,34.96,3.8762884715481505
United Kingdom,2003,1258.33,79.82,74.77,36.76,75.02,79.37,35.43,5.462278542727184
United Kingdom,2004,1322.64,85.38,72.77,39.8,79.82,74.77,36.76,4.984429423820558
United Kingdom,2005,1398.75,87.43,78.22,41.0,85.38,72.77,39.8,5.594924138304513
United Kingdom,2006,1472.04,91.59,80.6,42.06,87.43,78.22,41.0,5.107021320652638
United Kingdom,2007,1544.64,94.75,81.24,43.17,91.59,80.6,42.06,4.8141679639466695
United Kingdom,2008,1593.6,95.29,89.99,50.83,94.75,81.24,43.17,3.120473435820603
United Kingdom,2009,1548.8,98.07,87.15,64.92,95.29,89.99,50.83,-2.851517030802153
United Kingdom,2010,1608.55,94.95,82.1,75.86,98.07,87.15,64.92,3.7852714535317133
United Kingdom,2011,1662.59,92.34,80.14,81.43,94.95,82.1,75.86,3.3043475345460926
United Kingdom,2012,1713.72,90.87,82.26,84.48,92.34,80.14,81.43,3.028981884975135
United Kingdom,2013,1781.36,89.7,77.76,85.32,90.87,82.26,84.48,3.8710671243360473
United Kingdom,2014,1862.51,88.29,71.68,87.09,89.7,77.76,85.32,4.454792287061515
United Kingdom,2015,1916.45,88.13,69.64,87.87,88.29,71.68,87.09,2.854947588831269
United Kingdom,2016,1991.65,88.12,75.19,87.83,88.13,69.64,87.87,3.8488924640621036
United Kingdom,2017,2082.48,87.2,76.53,86.72,88.12,75.19,87.83,4.459605025759306
United Kingdom,2018,2152.3,86.86,71.69,86.35,87.2,76.53,86.72,3.2977546616788977
United Kingdom,2019,2233.92,85.7,71.28,85.66,86.86,71.69,86.35,3.7220852011903283
United Kingdom,2020,2103.49,92.91,83.78,105.84,85.7,71.28,85.66,-6.016001974422025
United Kingdom,2021,2285.4,87.8,76.05,105.13,92.91,83.78,105.84,8.29431936747973
United Kingdom,2022,2526.43,82.46,66.14,99.61,87.8,76.05,105.13,10.026617532244142
United Kingdom,2023,2711.19,78.31,63.93,100.36,82.46,66.14,99.61,7.058041384732583
United Kingdom,2024,2850.99,76.18,61.15,101.29,78.31,63.93,100.36,5.02786494829266
United States,1996,8073.13,65.85,56.49,68.23,,,,
United States,1997,8577.55,65.94,58.13,65.84,65.85,56.49,68.23,6.060706159498608
United States,1998,9062.83,67.43,61.97,62.6,65.94,58.13,65.84,5.503310837313791
United States,1999,9631.18,69.37,64.58,59.03,67.43,61.97,62.6,6.08243187411599
United States,2000,10250.95,70.71,66.01,53.17,69.37,64.58,59.03,6.236463216435872
United States,2001,10581.93,74.58,66.83,53.33,70.71,66.01,53.17,3.1777445236997437
United States,2002,10929.1,79.31,66.3,55.72,74.58,66.83,53.33,3.2281127167204104
United States,2003,11456.45,85.1,64.21,58.8,79.31,66.3,55.72,4.7123933552429165
United States,2004,12217.18,89.06,64.19,66.28,85.1,64.21,58.8,6.429026770828372
United States,2005,13039.2,92.44,64.9,65.61,89.06,64.19,66.28,6.5117047041923115
United States,2006,13815.6,96.61,67.25,64.34,92.44,64.9,65.61,5.783818356219506
United States,2007,14474.25,98.4,72.19,64.74,96.61,67.25,64.34,4.65728201597102
United States,2008,14769.85,95.89,74.78,73.59,98.4,72.19,64.74,2.0216732125470926
United States,2009,14478.05,96.72,72.78,86.79,95.89,74.78,73.59,-1.995423138999719
United States,2010,15048.98,91.5,69.15,95.35,96.72,72.78,86.79,3.8676505431073593
United States,2011,15599.73,87.58,68.47,99.68,91.5,69.15,95.35,3.5943391601664487
United States,2012,16253.95,83.39,69.3,103.24,87.58,68.47,99.68,4.108234974701119
United States,2013,16880.68,81.55,70.06,104.52,83.39,69.3,103.24,3.7833816556192446
United States,2014,17608.13,78.75,71.87,104.43,81.55,70.06,104.52,4.219095448802257
United States,2015,18295.0,76.95,73.83,104.85,78.75,71.87,104.43,3.8267071266540498
United States,2016,18804.9,77.04,75.43,106.78,76.95,73.83,104.85,2.748967570234484
United States,2017,19612.1,76.65,77.49,105.73,77.04,75.43,106.78,4.202924852150147
United States,2018,20656.53,75.03,78.4,107.04,76.65,77.49,105.73,5.188476948443643
United States,2019,21539.98,74.65,78.48,108.2,75.03,78.4,107.04,4.187925104325174
United States,2020,21354.13,77.98,86.63,132.03,74.65,78.48,108.2,-0.8665579632731735
United States,2021,23681.18,77.01,82.82,124.72,77.98,86.63,132.03,10.343547626538552
United States,2022,26006.9,74.59,79.34,118.81,77.01,82.82,124.72,9.368124757324026
United States,2023,27720.73,71.83,75.9,119.0,74.59,79.34,118.81,6.381862132268523
United States,2024,29184.9,69.35,73.77,120.79,71.83,75.9,119.0,5.147094348092018
